Review_ID,Customer_ID,Service_Type,Rating,Sentiment_Label,Review_Text
R127117,C77117,Claim,4,Positive,Exceptional support and very friendly team.
R127118,C77118,Claim,1,Negative,Unfriendly staff and long hold times.
R127119,C77119,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R127120,C77120,Customer Support,4,Positive,I'm happy with the insurance product and services.
R127121,C77121,Claim,3,Neutral,"It worked as expected, no major issues."
R127122,C77122,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127123,C77123,Claim,1,Negative,Unfriendly staff and long hold times.
R127124,C77124,Claim,3,Neutral,"Service was okay, nothing special."
R127125,C77125,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127126,C77126,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R127127,C77127,Claim,2,Negative,Very poor service. No response for days.
R127128,C77128,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127129,C77129,Customer Support,5,Positive,I'm happy with the insurance product and services.
R127130,C77130,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R127131,C77131,Claim,2,Negative,Very poor service. No response for days.
R127132,C77132,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127133,C77133,Claim,2,Negative,I had a frustrating experience with customer care.
R127134,C77134,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R127135,C77135,Policy Purchase,2,Negative,Very poor service. No response for days.
R127136,C77136,Claim,1,Negative,Unfriendly staff and long hold times.
R127137,C77137,Customer Support,2,Negative,Very poor service. No response for days.
R127138,C77138,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R127139,C77139,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R127140,C77140,Claim,4,Positive,Quick claim settlement. Totally impressed!
R127141,C77141,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R127142,C77142,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127143,C77143,Policy Purchase,2,Negative,Very poor service. No response for days.
R127144,C77144,Customer Support,5,Positive,Exceptional support and very friendly team.
R127145,C77145,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127146,C77146,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R127147,C77147,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R127148,C77148,Claim,4,Positive,Quick claim settlement. Totally impressed!
R127149,C77149,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R127150,C77150,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R127151,C77151,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R127152,C77152,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R127153,C77153,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R127154,C77154,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R127155,C77155,Policy Purchase,2,Negative,Very poor service. No response for days.
R127156,C77156,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R127157,C77157,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127158,C77158,Claim,2,Negative,Unfriendly staff and long hold times.
R127159,C77159,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R127160,C77160,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127161,C77161,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127162,C77162,Policy Purchase,3,Neutral,Communication was average.
R127163,C77163,Customer Support,1,Negative,I had a frustrating experience with customer care.
R127164,C77164,Customer Support,2,Negative,The policy terms were misleading and confusing.
R127165,C77165,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R127166,C77166,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R127167,C77167,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127168,C77168,Claim,3,Neutral,Communication was average.
R127169,C77169,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R127170,C77170,Customer Support,2,Negative,Very poor service. No response for days.
R127171,C77171,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R127172,C77172,Claim,5,Positive,Exceptional support and very friendly team.
R127173,C77173,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127174,C77174,Claim,3,Neutral,Communication was average.
R127175,C77175,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127176,C77176,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R127177,C77177,Customer Support,2,Negative,The policy terms were misleading and confusing.
R127178,C77178,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R127179,C77179,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R127180,C77180,Policy Purchase,1,Negative,Very poor service. No response for days.
R127181,C77181,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R127182,C77182,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127183,C77183,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R127184,C77184,Policy Purchase,1,Negative,Very poor service. No response for days.
R127185,C77185,Customer Support,2,Negative,Unfriendly staff and long hold times.
R127186,C77186,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R127187,C77187,Policy Purchase,3,Neutral,Communication was average.
R127188,C77188,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R127189,C77189,Customer Support,4,Positive,Exceptional support and very friendly team.
R127190,C77190,Claim,4,Positive,Exceptional support and very friendly team.
R127191,C77191,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127192,C77192,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R127193,C77193,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R127194,C77194,Claim,5,Positive,Exceptional support and very friendly team.
R127195,C77195,Claim,3,Neutral,"Service was okay, nothing special."
R127196,C77196,Customer Support,3,Neutral,"It worked as expected, no major issues."
R127197,C77197,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R127198,C77198,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R127199,C77199,Customer Support,5,Positive,I'm happy with the insurance product and services.
R127200,C77200,Customer Support,3,Neutral,"It worked as expected, no major issues."
R127201,C77201,Customer Support,5,Positive,Exceptional support and very friendly team.
R127202,C77202,Claim,4,Positive,Quick claim settlement. Totally impressed!
R127203,C77203,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127204,C77204,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R127205,C77205,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R127206,C77206,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R127207,C77207,Claim,1,Negative,The policy terms were misleading and confusing.
R127208,C77208,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R127209,C77209,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127210,C77210,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R127211,C77211,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127212,C77212,Claim,4,Positive,Exceptional support and very friendly team.
R127213,C77213,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R127214,C77214,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R127215,C77215,Customer Support,2,Negative,Unfriendly staff and long hold times.
R127216,C77216,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127217,C77217,Customer Support,3,Neutral,"It worked as expected, no major issues."
R127218,C77218,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R127219,C77219,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R127220,C77220,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127221,C77221,Customer Support,5,Positive,Exceptional support and very friendly team.
R127222,C77222,Customer Support,3,Neutral,"Service was okay, nothing special."
R127223,C77223,Claim,3,Neutral,Communication was average.
R127224,C77224,Customer Support,2,Negative,I had a frustrating experience with customer care.
R127225,C77225,Claim,1,Negative,The policy terms were misleading and confusing.
R127226,C77226,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R127227,C77227,Customer Support,4,Positive,Exceptional support and very friendly team.
R127228,C77228,Claim,3,Neutral,Communication was average.
R127229,C77229,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R127230,C77230,Policy Purchase,2,Negative,Very poor service. No response for days.
R127231,C77231,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R127232,C77232,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R127233,C77233,Customer Support,2,Negative,I had a frustrating experience with customer care.
R127234,C77234,Claim,1,Negative,Unfriendly staff and long hold times.
R127235,C77235,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127236,C77236,Customer Support,3,Neutral,Communication was average.
R127237,C77237,Customer Support,2,Negative,The policy terms were misleading and confusing.
R127238,C77238,Policy Purchase,3,Neutral,Communication was average.
R127239,C77239,Customer Support,3,Neutral,"It worked as expected, no major issues."
R127240,C77240,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127241,C77241,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R127242,C77242,Claim,3,Neutral,Communication was average.
R127243,C77243,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R127244,C77244,Claim,4,Positive,Customer support was helpful and knowledgeable.
R127245,C77245,Claim,5,Positive,Customer support was helpful and knowledgeable.
R127246,C77246,Claim,3,Neutral,"Service was okay, nothing special."
R127247,C77247,Claim,1,Negative,The policy terms were misleading and confusing.
R127248,C77248,Customer Support,5,Positive,Exceptional support and very friendly team.
R127249,C77249,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127250,C77250,Customer Support,2,Negative,Unfriendly staff and long hold times.
R127251,C77251,Customer Support,2,Negative,Unfriendly staff and long hold times.
R127252,C77252,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R127253,C77253,Claim,3,Neutral,"Service was okay, nothing special."
R127254,C77254,Claim,3,Neutral,"Service was okay, nothing special."
R127255,C77255,Claim,2,Negative,Very poor service. No response for days.
R127256,C77256,Claim,5,Positive,Customer support was helpful and knowledgeable.
R127257,C77257,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R127258,C77258,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127259,C77259,Claim,4,Positive,I'm happy with the insurance product and services.
R127260,C77260,Claim,4,Positive,I'm happy with the insurance product and services.
R127261,C77261,Customer Support,2,Negative,The policy terms were misleading and confusing.
R127262,C77262,Claim,4,Positive,Exceptional support and very friendly team.
R127263,C77263,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R127264,C77264,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R127265,C77265,Claim,3,Neutral,"Not bad, but could be more responsive."
R127266,C77266,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127267,C77267,Claim,3,Neutral,"It worked as expected, no major issues."
R127268,C77268,Claim,3,Neutral,"Not bad, but could be more responsive."
R127269,C77269,Claim,5,Positive,Customer support was helpful and knowledgeable.
R127270,C77270,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R127271,C77271,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R127272,C77272,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127273,C77273,Claim,4,Positive,Quick claim settlement. Totally impressed!
R127274,C77274,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R127275,C77275,Customer Support,3,Neutral,"Service was okay, nothing special."
R127276,C77276,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127277,C77277,Customer Support,2,Negative,Unfriendly staff and long hold times.
R127278,C77278,Customer Support,4,Positive,I'm happy with the insurance product and services.
R127279,C77279,Claim,1,Negative,The policy terms were misleading and confusing.
R127280,C77280,Customer Support,2,Negative,The policy terms were misleading and confusing.
R127281,C77281,Claim,3,Neutral,"Not bad, but could be more responsive."
R127282,C77282,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R127283,C77283,Customer Support,4,Positive,Exceptional support and very friendly team.
R127284,C77284,Customer Support,2,Negative,I had a frustrating experience with customer care.
R127285,C77285,Customer Support,1,Negative,Very poor service. No response for days.
R127286,C77286,Customer Support,3,Neutral,"It worked as expected, no major issues."
R127287,C77287,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R127288,C77288,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127289,C77289,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R127290,C77290,Customer Support,5,Positive,I'm happy with the insurance product and services.
R127291,C77291,Customer Support,5,Positive,Exceptional support and very friendly team.
R127292,C77292,Claim,3,Neutral,"It worked as expected, no major issues."
R127293,C77293,Claim,5,Positive,I'm happy with the insurance product and services.
R127294,C77294,Claim,4,Positive,I'm happy with the insurance product and services.
R127295,C77295,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R127296,C77296,Claim,3,Neutral,"Service was okay, nothing special."
R127297,C77297,Customer Support,4,Positive,I'm happy with the insurance product and services.
R127298,C77298,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R127299,C77299,Customer Support,2,Negative,The policy terms were misleading and confusing.
R127300,C77300,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R127301,C77301,Policy Purchase,2,Negative,Very poor service. No response for days.
R127302,C77302,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R127303,C77303,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R127304,C77304,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127305,C77305,Claim,3,Neutral,"Not bad, but could be more responsive."
R127306,C77306,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R127307,C77307,Customer Support,3,Neutral,"Service was okay, nothing special."
R127308,C77308,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R127309,C77309,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R127310,C77310,Customer Support,2,Negative,The policy terms were misleading and confusing.
R127311,C77311,Claim,4,Positive,Exceptional support and very friendly team.
R127312,C77312,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127313,C77313,Claim,3,Neutral,"Service was okay, nothing special."
R127314,C77314,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R127315,C77315,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R127316,C77316,Customer Support,2,Negative,The policy terms were misleading and confusing.
R127317,C77317,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127318,C77318,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R127319,C77319,Customer Support,2,Negative,I had a frustrating experience with customer care.
R127320,C77320,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R127321,C77321,Customer Support,2,Negative,I had a frustrating experience with customer care.
R127322,C77322,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R127323,C77323,Customer Support,1,Negative,The policy terms were misleading and confusing.
R127324,C77324,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127325,C77325,Policy Purchase,2,Negative,Very poor service. No response for days.
R127326,C77326,Claim,1,Negative,Unfriendly staff and long hold times.
R127327,C77327,Claim,5,Positive,I'm happy with the insurance product and services.
R127328,C77328,Claim,1,Negative,I had a frustrating experience with customer care.
R127329,C77329,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R127330,C77330,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127331,C77331,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R127332,C77332,Claim,4,Positive,Exceptional support and very friendly team.
R127333,C77333,Claim,5,Positive,Exceptional support and very friendly team.
R127334,C77334,Claim,5,Positive,Exceptional support and very friendly team.
R127335,C77335,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R127336,C77336,Claim,1,Negative,Unfriendly staff and long hold times.
R127337,C77337,Customer Support,3,Neutral,"It worked as expected, no major issues."
R127338,C77338,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127339,C77339,Customer Support,3,Neutral,"It worked as expected, no major issues."
R127340,C77340,Claim,2,Negative,I had a frustrating experience with customer care.
R127341,C77341,Customer Support,3,Neutral,Communication was average.
R127342,C77342,Policy Purchase,2,Negative,Very poor service. No response for days.
R127343,C77343,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127344,C77344,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R127345,C77345,Customer Support,3,Neutral,"It worked as expected, no major issues."
R127346,C77346,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R127347,C77347,Claim,1,Negative,The policy terms were misleading and confusing.
R127348,C77348,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R127349,C77349,Claim,5,Positive,Customer support was helpful and knowledgeable.
R127350,C77350,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127351,C77351,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R127352,C77352,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R127353,C77353,Claim,2,Negative,Very poor service. No response for days.
R127354,C77354,Customer Support,5,Positive,Exceptional support and very friendly team.
R127355,C77355,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127356,C77356,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R127357,C77357,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R127358,C77358,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127359,C77359,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R127360,C77360,Claim,3,Neutral,Communication was average.
R127361,C77361,Claim,2,Negative,Unfriendly staff and long hold times.
R127362,C77362,Customer Support,3,Neutral,"It worked as expected, no major issues."
R127363,C77363,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R127364,C77364,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R127365,C77365,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R127366,C77366,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R127367,C77367,Claim,3,Neutral,Communication was average.
R127368,C77368,Customer Support,1,Negative,The policy terms were misleading and confusing.
R127369,C77369,Claim,4,Positive,Exceptional support and very friendly team.
R127370,C77370,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127371,C77371,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R127372,C77372,Claim,5,Positive,Customer support was helpful and knowledgeable.
R127373,C77373,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R127374,C77374,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R127375,C77375,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127376,C77376,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R127377,C77377,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R127378,C77378,Claim,3,Neutral,Communication was average.
R127379,C77379,Claim,4,Positive,I'm happy with the insurance product and services.
R127380,C77380,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127381,C77381,Claim,2,Negative,I had a frustrating experience with customer care.
R127382,C77382,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127383,C77383,Customer Support,2,Negative,Very poor service. No response for days.
R127384,C77384,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R127385,C77385,Customer Support,3,Neutral,Communication was average.
R127386,C77386,Claim,3,Neutral,"Service was okay, nothing special."
R127387,C77387,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127388,C77388,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R127389,C77389,Claim,5,Positive,Exceptional support and very friendly team.
R127390,C77390,Claim,3,Neutral,Communication was average.
R127391,C77391,Claim,1,Negative,Very poor service. No response for days.
R127392,C77392,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R127393,C77393,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R127394,C77394,Policy Purchase,2,Negative,Very poor service. No response for days.
R127395,C77395,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R127396,C77396,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R127397,C77397,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R127398,C77398,Claim,4,Positive,Quick claim settlement. Totally impressed!
R127399,C77399,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R127400,C77400,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127401,C77401,Customer Support,3,Neutral,"It worked as expected, no major issues."
R127402,C77402,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127403,C77403,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R127404,C77404,Claim,2,Negative,Unfriendly staff and long hold times.
R127405,C77405,Customer Support,2,Negative,Unfriendly staff and long hold times.
R127406,C77406,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R127407,C77407,Claim,2,Negative,I had a frustrating experience with customer care.
R127408,C77408,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R127409,C77409,Policy Purchase,3,Neutral,Communication was average.
R127410,C77410,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127411,C77411,Policy Purchase,2,Negative,Very poor service. No response for days.
R127412,C77412,Claim,5,Positive,I'm happy with the insurance product and services.
R127413,C77413,Customer Support,2,Negative,I had a frustrating experience with customer care.
R127414,C77414,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127415,C77415,Claim,5,Positive,Exceptional support and very friendly team.
R127416,C77416,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R127417,C77417,Claim,1,Negative,Unfriendly staff and long hold times.
R127418,C77418,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127419,C77419,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127420,C77420,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R127421,C77421,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127422,C77422,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R127423,C77423,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R127424,C77424,Customer Support,2,Negative,Very poor service. No response for days.
R127425,C77425,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R127426,C77426,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R127427,C77427,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127428,C77428,Customer Support,2,Negative,Unfriendly staff and long hold times.
R127429,C77429,Customer Support,3,Neutral,"Service was okay, nothing special."
R127430,C77430,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R127431,C77431,Claim,5,Positive,I'm happy with the insurance product and services.
R127432,C77432,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R127433,C77433,Customer Support,2,Negative,The policy terms were misleading and confusing.
R127434,C77434,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R127435,C77435,Customer Support,1,Negative,I had a frustrating experience with customer care.
R127436,C77436,Customer Support,2,Negative,Very poor service. No response for days.
R127437,C77437,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R127438,C77438,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R127439,C77439,Claim,2,Negative,Unfriendly staff and long hold times.
R127440,C77440,Claim,3,Neutral,Communication was average.
R127441,C77441,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R127442,C77442,Customer Support,3,Neutral,"Service was okay, nothing special."
R127443,C77443,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127444,C77444,Customer Support,1,Negative,I had a frustrating experience with customer care.
R127445,C77445,Claim,4,Positive,Quick claim settlement. Totally impressed!
R127446,C77446,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127447,C77447,Customer Support,2,Negative,Very poor service. No response for days.
R127448,C77448,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R127449,C77449,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R127450,C77450,Customer Support,2,Negative,The policy terms were misleading and confusing.
R127451,C77451,Claim,1,Negative,Very poor service. No response for days.
R127452,C77452,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R127453,C77453,Customer Support,5,Positive,I'm happy with the insurance product and services.
R127454,C77454,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R127455,C77455,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127456,C77456,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R127457,C77457,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R127458,C77458,Customer Support,2,Negative,I had a frustrating experience with customer care.
R127459,C77459,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R127460,C77460,Customer Support,1,Negative,The policy terms were misleading and confusing.
R127461,C77461,Claim,3,Neutral,"Not bad, but could be more responsive."
R127462,C77462,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127463,C77463,Customer Support,1,Negative,The policy terms were misleading and confusing.
R127464,C77464,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R127465,C77465,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R127466,C77466,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R127467,C77467,Claim,5,Positive,I'm happy with the insurance product and services.
R127468,C77468,Claim,5,Positive,Exceptional support and very friendly team.
R127469,C77469,Claim,4,Positive,Quick claim settlement. Totally impressed!
R127470,C77470,Claim,1,Negative,I had a frustrating experience with customer care.
R127471,C77471,Claim,3,Neutral,Communication was average.
R127472,C77472,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127473,C77473,Customer Support,3,Neutral,"It worked as expected, no major issues."
R127474,C77474,Customer Support,5,Positive,Exceptional support and very friendly team.
R127475,C77475,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R127476,C77476,Claim,3,Neutral,"Not bad, but could be more responsive."
R127477,C77477,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127478,C77478,Policy Purchase,3,Neutral,Communication was average.
R127479,C77479,Claim,2,Negative,Very poor service. No response for days.
R127480,C77480,Claim,1,Negative,Very poor service. No response for days.
R127481,C77481,Claim,1,Negative,Unfriendly staff and long hold times.
R127482,C77482,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R127483,C77483,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R127484,C77484,Claim,3,Neutral,"Not bad, but could be more responsive."
R127485,C77485,Claim,4,Positive,Exceptional support and very friendly team.
R127486,C77486,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R127487,C77487,Claim,2,Negative,The policy terms were misleading and confusing.
R127488,C77488,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R127489,C77489,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127490,C77490,Claim,3,Neutral,"Not bad, but could be more responsive."
R127491,C77491,Claim,1,Negative,Very poor service. No response for days.
R127492,C77492,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127493,C77493,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R127494,C77494,Claim,3,Neutral,"Not bad, but could be more responsive."
R127495,C77495,Customer Support,4,Positive,Exceptional support and very friendly team.
R127496,C77496,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R127497,C77497,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R127498,C77498,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127499,C77499,Claim,5,Positive,I'm happy with the insurance product and services.
R127500,C77500,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127501,C77501,Customer Support,1,Negative,The policy terms were misleading and confusing.
R127502,C77502,Customer Support,4,Positive,Exceptional support and very friendly team.
R127503,C77503,Claim,3,Neutral,"Service was okay, nothing special."
R127504,C77504,Customer Support,3,Neutral,"Service was okay, nothing special."
R127505,C77505,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R127506,C77506,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127507,C77507,Claim,2,Negative,The policy terms were misleading and confusing.
R127508,C77508,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R127509,C77509,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127510,C77510,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
