Customer_ID,Age,Gender,Location,Income Level,Number of Active Policies,Total Premium Paid,Claim Frequency,Policy Upgrades,Occupation,Coverage Amount,Policy Type
CUST28063,41,Male,Suburban,Medium,4,16908.01,2,1,Salaried,418000.0,Life
CUST28064,36,Female,Urban,Medium,1,16558.36,0,0,Self-Employed,555000.0,Auto
CUST28065,28,Male,Urban,Medium,4,32243.23,0,2,Student,231000.0,Health
CUST28066,57,Female,Urban,Low,4,30730.48,2,2,Business Owner,532000.0,Auto
CUST28067,63,Male,Urban,Low,0,1908.79,0,0,Salaried,398000.0,Health
CUST28068,57,Male,Urban,High,0,18995.85,1,1,Salaried,78000.0,Life
CUST28069,63,Male,Rural,Low,2,20324.58,1,0,Salaried,438000.0,Health
CUST28070,72,Male,Suburban,Medium,1,22538.7,1,1,Salaried,405000.0,Property
CUST28071,56,Female,Suburban,Medium,2,28427.0,1,1,Salaried,497000.0,Health
CUST28072,70,Male,Urban,Low,2,13661.51,0,1,Salaried,857000.0,Auto
CUST28073,35,Male,Suburban,Low,2,13752.56,1,0,Self-Employed,746000.0,Property
CUST28074,29,Female,Urban,Medium,0,24670.06,3,1,Salaried,382000.0,Health
CUST28075,31,Female,Urban,Low,1,24795.67,1,3,Business Owner,396000.0,Auto
CUST28076,64,Female,Suburban,Medium,2,27681.59,2,0,Self-Employed,247000.0,Auto
CUST28077,35,Male,Urban,High,3,27399.83,2,0,Business Owner,841000.0,Auto
CUST28078,61,Female,Urban,High,2,28506.45,0,1,Self-Employed,637000.0,Life
CUST28079,59,Male,Suburban,Medium,1,36118.98,0,1,Retired,439000.0,Auto
CUST28080,29,Female,Rural,High,1,13934.88,0,0,Self-Employed,493000.0,Health
CUST28081,57,Female,Urban,Medium,1,29987.7,1,0,Salaried,146000.0,Health
CUST28082,44,Female,Suburban,High,3,35690.38,0,3,Student,231000.0,Life
CUST28083,23,Male,Rural,Medium,1,29749.42,3,0,Salaried,530000.0,Auto
CUST28084,41,Male,Urban,Low,3,26424.62,0,1,Self-Employed,200000.0,Life
CUST28085,68,Male,Rural,Medium,0,38090.43,2,0,Salaried,578000.0,Health
CUST28086,50,Male,Urban,Medium,2,11276.01,2,1,Student,551000.0,Property
CUST28087,62,Male,Urban,Medium,2,6994.98,0,0,Self-Employed,652000.0,Auto
CUST28088,71,Male,Urban,Medium,1,6956.43,0,0,Salaried,330000.0,Life
CUST28089,33,Male,Urban,Medium,0,28690.28,0,1,Retired,679000.0,Auto
CUST28090,67,Male,Suburban,Medium,1,11443.08,1,0,Student,896000.0,Health
CUST28091,29,Male,Urban,Low,3,17780.23,0,1,Salaried,300000.0,Property
CUST28092,48,Male,Suburban,Low,3,30874.08,0,1,Salaried,50000.0,Auto
CUST28093,74,Male,Suburban,Medium,1,28591.08,1,1,Self-Employed,95000.0,Health
CUST28094,54,Male,Urban,Low,1,27370.27,0,1,Student,155000.0,Property
CUST28095,70,Female,Urban,Low,3,37220.22,2,0,Retired,493000.0,Auto
CUST28096,30,Female,Suburban,Medium,2,6351.35,0,0,Self-Employed,589000.0,Auto
CUST28097,25,Female,Urban,Medium,2,32967.49,1,1,Self-Employed,846000.0,Auto
CUST28098,55,Female,Suburban,Medium,4,22982.92,1,0,Salaried,664000.0,Auto
CUST28099,20,Male,Suburban,Medium,2,18091.4,1,0,Retired,580000.0,Property
CUST28100,74,Female,Suburban,Medium,1,48334.13,0,1,Salaried,686000.0,Auto
CUST28101,37,Female,Urban,Low,2,24407.63,3,1,Salaried,507000.0,Health
CUST28102,21,Male,Urban,High,0,23149.3,3,1,Salaried,607000.0,Auto
CUST28103,61,Male,Urban,Medium,2,11382.99,0,2,Self-Employed,488000.0,Life
CUST28104,62,Female,Urban,Low,0,24588.19,2,1,Salaried,549000.0,Auto
CUST28105,19,Female,Rural,High,0,7524.01,0,1,Student,571000.0,Health
CUST28106,68,Male,Suburban,Medium,1,28699.83,1,2,Retired,699000.0,Life
CUST28107,53,Female,Rural,Medium,3,19911.09,1,1,Salaried,736000.0,Health
CUST28108,40,Male,Urban,Medium,1,24107.57,1,0,Salaried,353000.0,Auto
CUST28109,62,Female,Rural,Medium,1,31985.09,0,1,Student,722000.0,Health
CUST28110,36,Male,Suburban,Medium,3,1000.0,1,0,Salaried,546000.0,Property
CUST28111,57,Male,Urban,Low,1,23403.61,0,0,Student,697000.0,Health
CUST28112,25,Female,Urban,Medium,0,20382.32,1,1,Retired,354000.0,Health
CUST28113,33,Female,Rural,Low,1,16284.49,1,1,Self-Employed,390000.0,Property
CUST28114,60,Female,Urban,Medium,3,28853.91,2,1,Salaried,386000.0,Auto
CUST28115,35,Male,Rural,Medium,2,34549.88,2,0,Self-Employed,550000.0,Auto
CUST28116,53,Female,Suburban,Low,1,15822.41,1,1,Self-Employed,418000.0,Health
CUST28117,41,Male,Suburban,Low,2,34106.98,3,0,Salaried,593000.0,Health
CUST28118,18,Male,Urban,Medium,2,37189.31,1,1,Salaried,761000.0,Life
CUST28119,18,Female,Urban,Medium,5,17222.17,0,1,Salaried,523000.0,Life
CUST28120,63,Female,Rural,Medium,1,47221.75,0,2,Salaried,479000.0,Life
CUST28121,53,Male,Urban,High,1,32447.22,0,1,Salaried,624000.0,Auto
CUST28122,28,Female,Urban,Low,4,37327.59,4,1,Retired,821000.0,Health
CUST28123,35,Male,Urban,Low,3,17032.87,0,2,Retired,358000.0,Health
CUST28124,33,Male,Urban,High,2,8474.5,1,1,Salaried,561000.0,Health
CUST28125,34,Female,Rural,Low,3,17057.38,1,1,Business Owner,466000.0,Health
CUST28126,41,Male,Urban,Medium,2,25815.8,1,0,Salaried,479000.0,Health
CUST28127,51,Male,Urban,Medium,2,20358.66,1,0,Salaried,673000.0,Life
CUST28128,21,Female,Suburban,High,2,31350.0,1,2,Salaried,67000.0,Health
CUST28129,52,Male,Urban,High,1,30013.92,5,0,Self-Employed,636000.0,Health
CUST28130,32,Male,Urban,Medium,1,32153.83,1,1,Self-Employed,796000.0,Health
CUST28131,19,Male,Urban,Medium,4,24818.64,0,1,Salaried,197000.0,Auto
CUST28132,73,Female,Rural,High,1,28985.5,1,0,Self-Employed,407000.0,Health
CUST28133,68,Female,Urban,Medium,1,28404.8,1,2,Salaried,699000.0,Health
CUST28134,48,Male,Urban,Low,4,32839.25,0,1,Retired,572000.0,Health
CUST28135,26,Female,Suburban,Low,1,27166.94,1,1,Retired,456000.0,Health
CUST28136,27,Female,Suburban,Medium,0,26357.79,3,3,Retired,518000.0,Auto
CUST28137,70,Female,Urban,Medium,2,23076.94,2,2,Self-Employed,556000.0,Health
CUST28138,42,Female,Suburban,Medium,2,19603.68,2,0,Business Owner,563000.0,Property
CUST28139,68,Male,Suburban,Medium,1,23153.04,1,2,Student,72000.0,Health
CUST28140,22,Female,Urban,Medium,5,11862.71,1,0,Salaried,736000.0,Auto
CUST28141,31,Female,Urban,Medium,1,10905.79,1,1,Student,312000.0,Health
CUST28142,59,Male,Suburban,Low,1,19842.18,2,0,Salaried,256000.0,Auto
CUST28143,65,Male,Suburban,Medium,2,1000.0,1,1,Salaried,631000.0,Health
CUST28144,55,Female,Urban,Low,3,25299.09,1,1,Self-Employed,460000.0,Auto
CUST28145,74,Male,Urban,Medium,1,28916.27,0,0,Retired,582000.0,Property
CUST28146,57,Female,Urban,Low,2,1000.0,0,0,Retired,300000.0,Health
CUST28147,19,Male,Rural,High,4,29156.9,1,2,Self-Employed,512000.0,Auto
CUST28148,35,Male,Urban,Medium,2,27862.0,2,1,Salaried,283000.0,Health
CUST28149,46,Female,Urban,Medium,4,9459.27,2,1,Salaried,849000.0,Property
CUST28150,70,Female,Rural,High,0,32822.88,0,1,Student,628000.0,Life
CUST28151,70,Female,Rural,Low,0,2792.68,2,1,Salaried,552000.0,Health
CUST28152,70,Male,Suburban,Low,3,47160.19,1,0,Retired,279000.0,Auto
CUST28153,37,Female,Urban,Low,3,5999.35,2,0,Business Owner,485000.0,Property
CUST28154,25,Male,Urban,Low,1,30913.17,1,1,Salaried,586000.0,Health
CUST28155,54,Male,Rural,Low,1,23895.62,1,2,Salaried,53000.0,Auto
CUST28156,66,Male,Urban,Medium,2,7647.21,0,1,Salaried,881000.0,Auto
CUST28157,65,Female,Suburban,Medium,0,31174.55,1,1,Salaried,181000.0,Life
CUST28158,43,Male,Urban,Low,0,15049.93,0,3,Business Owner,740000.0,Auto
CUST28159,54,Female,Urban,Low,4,31119.99,2,0,Self-Employed,568000.0,Health
CUST28160,66,Male,Suburban,Medium,2,24956.69,4,1,Business Owner,465000.0,Health
CUST28161,21,Male,Urban,High,2,34883.26,2,1,Salaried,579000.0,Life
CUST28162,50,Male,Suburban,High,1,34138.73,0,1,Self-Employed,285000.0,Health
CUST28163,39,Male,Urban,High,4,14023.87,0,1,Retired,598000.0,Health
CUST28164,23,Male,Urban,Low,1,23675.77,1,0,Retired,623000.0,Auto
CUST28165,50,Female,Rural,Medium,4,31106.68,2,2,Retired,249000.0,Auto
CUST28166,45,Male,Urban,Low,2,21463.39,0,0,Self-Employed,402000.0,Health
CUST28167,41,Female,Rural,High,3,10848.2,1,0,Student,332000.0,Health
CUST28168,21,Female,Rural,Medium,2,39495.47,1,1,Student,455000.0,Health
CUST28169,19,Female,Urban,Medium,0,20018.69,2,1,Student,545000.0,Life
CUST28170,30,Male,Suburban,Medium,1,41238.34,2,1,Salaried,377000.0,Life
CUST28171,63,Female,Urban,Low,3,31596.06,3,2,Salaried,585000.0,Auto
CUST28172,66,Male,Suburban,Medium,2,17197.44,3,1,Business Owner,512000.0,Property
CUST28173,28,Male,Suburban,Medium,4,18216.56,0,0,Retired,909000.0,Life
CUST28174,52,Female,Suburban,High,2,1000.0,2,1,Self-Employed,464000.0,Life
CUST28175,56,Male,Urban,Low,2,32999.71,1,0,Salaried,433000.0,Auto
CUST28176,27,Male,Urban,Low,3,17295.5,1,1,Self-Employed,636000.0,Health
CUST28177,60,Male,Rural,Medium,1,24430.19,0,0,Self-Employed,476000.0,Property
CUST28178,27,Male,Suburban,Medium,4,29875.53,1,0,Salaried,457000.0,Life
CUST28179,25,Male,Rural,Low,2,26033.32,1,1,Student,602000.0,Auto
CUST28180,22,Female,Urban,Low,4,42942.9,1,1,Salaried,466000.0,Health
CUST28181,40,Female,Urban,Medium,2,28025.95,1,2,Business Owner,278000.0,Auto
CUST28182,51,Male,Suburban,Low,0,23932.53,0,2,Retired,216000.0,Property
CUST28183,64,Male,Rural,Medium,4,43802.18,0,1,Business Owner,631000.0,Auto
CUST28184,49,Female,Suburban,Medium,1,21792.07,2,1,Salaried,342000.0,Property
CUST28185,33,Female,Urban,High,1,31348.32,2,0,Retired,388000.0,Property
CUST28186,21,Female,Urban,Low,1,22709.05,2,2,Self-Employed,809000.0,Health
CUST28187,71,Male,Urban,Low,4,3942.43,0,0,Self-Employed,280000.0,Property
CUST28188,45,Female,Rural,High,5,29152.19,2,0,Self-Employed,623000.0,Life
CUST28189,65,Female,Urban,High,3,38943.79,1,2,Self-Employed,447000.0,Health
CUST28190,61,Female,Suburban,Medium,0,12942.95,0,1,Student,605000.0,Health
CUST28191,31,Male,Urban,Medium,2,42851.64,1,1,Salaried,603000.0,Health
CUST28192,29,Female,Suburban,High,2,34045.25,1,1,Self-Employed,493000.0,Health
CUST28193,38,Male,Urban,Medium,0,4092.16,1,0,Business Owner,368000.0,Health
CUST28194,65,Male,Urban,Medium,1,28606.4,0,0,Self-Employed,460000.0,Auto
CUST28195,33,Male,Suburban,High,0,20147.33,0,1,Salaried,559000.0,Property
CUST28196,71,Male,Suburban,Medium,2,7643.47,2,1,Retired,220000.0,Auto
CUST28197,61,Male,Urban,Low,2,51695.45,1,1,Salaried,71000.0,Health
CUST28198,19,Female,Urban,Low,1,32310.75,1,1,Retired,825000.0,Auto
CUST28199,40,Male,Suburban,High,0,28067.15,2,1,Salaried,644000.0,Health
CUST28200,73,Male,Urban,High,3,31902.02,0,1,Retired,594000.0,Life
CUST28201,46,Female,Urban,Medium,4,31873.11,2,2,Self-Employed,893000.0,Auto
CUST28202,63,Female,Urban,Medium,2,24799.1,0,1,Self-Employed,538000.0,Property
CUST28203,60,Male,Rural,High,1,33776.8,0,2,Salaried,342000.0,Auto
CUST28204,26,Female,Urban,High,5,30361.99,2,2,Business Owner,576000.0,Health
CUST28205,71,Female,Suburban,Medium,1,47892.95,1,1,Self-Employed,607000.0,Health
CUST28206,24,Male,Suburban,Medium,1,23400.71,1,2,Self-Employed,743000.0,Life
CUST28207,46,Male,Rural,Medium,2,29347.02,1,1,Retired,455000.0,Auto
CUST28208,61,Female,Rural,High,4,19470.66,0,0,Salaried,416000.0,Life
CUST28209,34,Female,Rural,Medium,4,35441.89,1,1,Salaried,846000.0,Health
CUST28210,26,Male,Urban,Low,0,19345.54,1,0,Self-Employed,658000.0,Health
CUST28211,23,Female,Urban,High,2,22333.77,2,2,Salaried,682000.0,Auto
CUST28212,61,Female,Rural,Medium,4,16735.19,1,0,Salaried,799000.0,Health
CUST28213,37,Male,Urban,Medium,0,22536.14,0,1,Self-Employed,864000.0,Life
CUST28214,27,Male,Urban,Medium,5,13505.0,2,1,Retired,718000.0,Health
CUST28215,26,Male,Rural,Medium,1,37921.43,0,2,Salaried,454000.0,Property
CUST28216,29,Female,Urban,Low,3,8830.93,2,0,Salaried,306000.0,Health
CUST28217,50,Female,Urban,Medium,1,28546.94,2,2,Student,408000.0,Life
CUST28218,49,Male,Urban,Medium,1,36474.19,1,1,Salaried,578000.0,Health
CUST28219,51,Female,Rural,Medium,3,15647.18,2,0,Self-Employed,592000.0,Life
CUST28220,36,Female,Suburban,Medium,1,46841.45,0,2,Self-Employed,753000.0,Health
CUST28221,50,Male,Rural,Medium,2,27314.34,0,0,Salaried,822000.0,Property
CUST28222,65,Female,Urban,Medium,2,28139.61,0,0,Self-Employed,543000.0,Auto
CUST28223,33,Male,Urban,Medium,2,27171.87,1,1,Salaried,485000.0,Auto
CUST28224,67,Male,Urban,Medium,2,17228.92,1,2,Self-Employed,676000.0,Life
CUST28225,67,Female,Urban,Medium,3,27298.97,3,1,Self-Employed,245000.0,Auto
CUST28226,40,Female,Urban,Low,3,13092.47,1,2,Salaried,701000.0,Auto
CUST28227,43,Female,Suburban,Medium,0,24669.21,1,0,Retired,409000.0,Life
CUST28228,62,Male,Suburban,Medium,1,29290.79,0,0,Retired,645000.0,Property
CUST28229,71,Male,Rural,Low,2,15900.22,1,2,Salaried,525000.0,Auto
CUST28230,61,Female,Suburban,Medium,1,21618.18,1,0,Self-Employed,588000.0,Health
CUST28231,58,Male,Urban,Medium,1,22677.53,0,1,Salaried,657000.0,Auto
CUST28232,54,Female,Urban,Low,3,29137.82,1,1,Salaried,452000.0,Auto
CUST28233,26,Female,Urban,Medium,4,7669.52,1,0,Self-Employed,745000.0,Property
CUST28234,47,Female,Suburban,Low,2,9128.07,2,0,Salaried,195000.0,Health
CUST28235,30,Female,Urban,High,0,25304.65,0,2,Self-Employed,505000.0,Health
CUST28236,65,Male,Urban,Low,2,23812.37,1,1,Self-Employed,422000.0,Property
CUST28237,59,Female,Rural,Medium,2,21066.42,2,0,Business Owner,143000.0,Health
CUST28238,33,Male,Suburban,Low,2,31279.44,1,1,Salaried,561000.0,Auto
CUST28239,63,Female,Suburban,Medium,1,33219.22,0,1,Salaried,128000.0,Auto
CUST28240,74,Male,Urban,Medium,2,23593.5,0,0,Self-Employed,303000.0,Auto
CUST28241,19,Female,Suburban,Medium,0,35786.66,3,1,Student,564000.0,Auto
CUST28242,48,Male,Urban,Medium,2,32267.82,0,0,Self-Employed,520000.0,Life
CUST28243,74,Male,Suburban,Medium,3,33919.99,2,1,Business Owner,499000.0,Health
CUST28244,68,Female,Urban,Low,3,6725.27,0,0,Salaried,469000.0,Property
CUST28245,60,Female,Suburban,Low,2,19852.86,2,0,Salaried,917000.0,Property
CUST28246,36,Male,Suburban,Medium,4,16049.82,0,2,Business Owner,775000.0,Auto
CUST28247,28,Female,Rural,Medium,1,29222.43,0,1,Retired,419000.0,Health
CUST28248,31,Male,Urban,Low,1,36192.08,1,1,Self-Employed,607000.0,Health
CUST28249,64,Male,Urban,High,2,23546.4,2,1,Self-Employed,364000.0,Property
CUST28250,42,Male,Rural,High,1,29843.08,2,0,Salaried,378000.0,Health
CUST28251,24,Female,Suburban,Medium,4,22828.83,2,0,Self-Employed,848000.0,Auto
CUST28252,32,Male,Suburban,Medium,1,24365.56,1,1,Salaried,761000.0,Property
CUST28253,47,Male,Urban,Medium,6,26130.17,1,1,Salaried,291000.0,Life
CUST28254,48,Male,Urban,Low,2,23093.95,1,1,Salaried,621000.0,Health
CUST28255,41,Female,Urban,Medium,1,1450.12,2,1,Self-Employed,661000.0,Health
CUST28256,72,Male,Urban,Low,3,29699.62,0,0,Salaried,725000.0,Health
CUST28257,42,Female,Suburban,Low,2,42967.42,1,1,Salaried,644000.0,Auto
CUST28258,25,Male,Urban,Medium,3,33165.63,0,1,Salaried,585000.0,Life
CUST28259,47,Female,Suburban,Medium,2,39601.29,2,0,Salaried,50000.0,Life
CUST28260,53,Male,Rural,High,1,18510.79,0,0,Business Owner,391000.0,Health
CUST28261,67,Female,Urban,High,1,32431.5,1,2,Business Owner,582000.0,Property
CUST28262,31,Female,Suburban,Low,4,22705.1,0,1,Salaried,581000.0,Health
CUST28263,46,Female,Suburban,Low,1,24743.5,1,1,Retired,580000.0,Auto
CUST28264,44,Female,Rural,High,2,25693.95,1,1,Self-Employed,654000.0,Auto
CUST28265,70,Female,Urban,Medium,3,25162.87,1,2,Retired,413000.0,Life
CUST28266,67,Female,Rural,Low,1,37321.0,1,0,Salaried,633000.0,Property
CUST28267,53,Male,Suburban,Medium,3,34718.04,0,1,Salaried,367000.0,Life
CUST28268,51,Female,Urban,Medium,3,12083.59,2,1,Salaried,443000.0,Property
CUST28269,38,Male,Urban,Medium,1,15080.64,0,1,Salaried,257000.0,Health
CUST28270,55,Male,Rural,High,5,14020.84,2,0,Salaried,464000.0,Auto
CUST28271,28,Female,Urban,Medium,4,15189.04,0,1,Salaried,425000.0,Health
CUST28272,50,Male,Urban,Medium,2,1000.0,3,1,Retired,407000.0,Health
CUST28273,32,Female,Suburban,Medium,1,24698.38,1,0,Salaried,467000.0,Life
CUST28274,29,Male,Urban,Medium,0,16512.44,2,1,Retired,615000.0,Life
CUST28275,41,Female,Urban,Low,1,19626.56,0,2,Business Owner,451000.0,Life
CUST28276,67,Male,Suburban,Low,2,18746.26,1,0,Salaried,339000.0,Health
CUST28277,54,Female,Rural,Medium,2,8495.08,2,2,Self-Employed,640000.0,Health
CUST28278,28,Female,Urban,Low,1,33194.13,1,1,Salaried,436000.0,Life
CUST28279,73,Female,Urban,Low,1,16498.35,1,0,Salaried,144000.0,Auto
CUST28280,70,Male,Suburban,Low,2,33542.85,2,0,Self-Employed,415000.0,Auto
CUST28281,36,Male,Suburban,High,3,22731.34,3,0,Self-Employed,455000.0,Property
CUST28282,71,Female,Urban,High,1,30605.51,1,1,Salaried,457000.0,Auto
CUST28283,18,Female,Urban,High,2,23841.9,3,0,Salaried,247000.0,Property
CUST28284,34,Male,Rural,High,2,24648.89,1,1,Salaried,720000.0,Health
CUST28285,57,Male,Urban,Low,2,9873.16,2,0,Self-Employed,442000.0,Auto
CUST28286,72,Male,Suburban,Medium,3,28760.6,0,2,Retired,528000.0,Property
CUST28287,33,Male,Urban,Medium,2,30853.33,0,0,Salaried,214000.0,Auto
CUST28288,43,Male,Suburban,Low,2,39059.63,1,1,Self-Employed,543000.0,Auto
CUST28289,60,Female,Rural,High,0,37793.29,2,1,Salaried,635000.0,Property
CUST28290,68,Female,Urban,Medium,3,38052.54,3,0,Salaried,359000.0,Health
CUST28291,73,Male,Rural,Medium,3,36069.7,0,2,Salaried,337000.0,Health
CUST28292,60,Male,Suburban,Medium,0,53659.7,1,1,Salaried,610000.0,Health
CUST28293,32,Female,Urban,Low,1,16371.79,2,1,Salaried,224000.0,Health
CUST28294,25,Female,Urban,Medium,5,22211.01,0,2,Self-Employed,742000.0,Property
CUST28295,47,Male,Suburban,Medium,7,18586.89,1,0,Salaried,431000.0,Health
CUST28296,31,Male,Suburban,Medium,4,31348.0,0,1,Business Owner,571000.0,Auto
CUST28297,50,Male,Rural,Medium,4,34396.23,2,1,Salaried,482000.0,Life
CUST28298,59,Female,Suburban,Low,1,16100.86,1,1,Business Owner,459000.0,Auto
CUST28299,24,Male,Rural,Medium,1,23837.44,4,0,Self-Employed,221000.0,Life
CUST28300,35,Female,Urban,Medium,2,14964.27,0,2,Salaried,544000.0,Property
CUST28301,29,Male,Suburban,Medium,2,28616.47,1,1,Salaried,351000.0,Health
CUST28302,19,Male,Urban,Medium,4,11569.79,0,2,Student,190000.0,Health
CUST28303,67,Female,Rural,Low,4,30817.75,0,2,Salaried,413000.0,Property
CUST28304,46,Male,Urban,Medium,2,41114.7,0,2,Retired,644000.0,Health
CUST28305,38,Female,Urban,Low,0,19863.76,2,2,Self-Employed,598000.0,Auto
CUST28306,24,Male,Urban,Low,1,12026.86,1,0,Self-Employed,806000.0,Property
CUST28307,69,Female,Urban,Low,2,12475.63,0,1,Self-Employed,438000.0,Life
CUST28308,44,Female,Urban,High,5,41436.92,1,2,Salaried,865000.0,Health
CUST28309,29,Male,Urban,Low,1,25636.16,0,0,Salaried,228000.0,Life
CUST28310,37,Male,Suburban,High,6,28503.02,1,0,Salaried,409000.0,Health
CUST28311,74,Female,Urban,Medium,0,9657.39,0,0,Salaried,1108000.0,Auto
CUST28312,31,Male,Suburban,High,2,37556.65,1,2,Self-Employed,806000.0,Auto
CUST28313,27,Female,Suburban,Medium,2,8577.44,1,1,Student,284000.0,Property
CUST28314,58,Female,Rural,Low,2,25300.23,0,0,Retired,697000.0,Auto
CUST28315,40,Male,Rural,Medium,2,25671.69,0,1,Salaried,390000.0,Auto
CUST28316,47,Female,Urban,High,4,7321.06,2,0,Salaried,474000.0,Health
CUST28317,64,Male,Suburban,High,0,28003.62,1,0,Salaried,385000.0,Auto
CUST28318,48,Male,Suburban,High,3,23839.61,3,2,Salaried,823000.0,Health
CUST28319,69,Female,Urban,Medium,0,18108.19,2,0,Business Owner,565000.0,Auto
CUST28320,73,Female,Urban,Low,2,40076.75,1,1,Self-Employed,577000.0,Auto
CUST28321,27,Male,Urban,High,2,23179.03,0,1,Self-Employed,360000.0,Life
CUST28322,36,Female,Urban,High,2,19255.01,0,2,Retired,375000.0,Auto
CUST28323,36,Female,Urban,Low,1,30896.85,0,1,Salaried,551000.0,Life
CUST28324,61,Male,Suburban,Medium,5,27529.02,1,1,Retired,338000.0,Life
CUST28325,40,Male,Suburban,Low,1,27042.29,0,2,Salaried,306000.0,Life
CUST28326,61,Male,Rural,High,1,21202.76,1,1,Student,579000.0,Health
CUST28327,58,Female,Urban,Low,0,28787.07,0,1,Self-Employed,447000.0,Life
CUST28328,49,Female,Urban,Medium,1,14279.36,2,1,Salaried,326000.0,Health
CUST28329,37,Male,Urban,High,1,32029.27,0,0,Salaried,667000.0,Life
CUST28330,21,Male,Suburban,Low,4,24223.69,1,3,Salaried,516000.0,Health
CUST28331,50,Male,Urban,Medium,4,30504.48,0,2,Student,156000.0,Auto
CUST28332,65,Male,Rural,Low,3,11032.66,1,0,Salaried,721000.0,Property
CUST28333,18,Female,Urban,High,4,3548.71,1,0,Business Owner,541000.0,Property
CUST28334,30,Female,Suburban,Low,1,19748.45,1,1,Salaried,243000.0,Health
CUST28335,20,Male,Urban,Medium,3,19477.91,4,1,Self-Employed,638000.0,Life
CUST28336,29,Female,Urban,Medium,3,23458.41,1,1,Retired,453000.0,Life
CUST28337,46,Female,Urban,High,1,18633.51,2,1,Salaried,416000.0,Life
CUST28338,72,Female,Urban,Medium,1,21346.12,3,3,Salaried,306000.0,Auto
CUST28339,48,Male,Suburban,Low,2,7164.1,2,0,Student,405000.0,Auto
CUST28340,58,Male,Suburban,Medium,1,29879.44,1,1,Salaried,50000.0,Property
CUST28341,53,Female,Urban,High,3,31318.41,0,2,Self-Employed,452000.0,Auto
CUST28342,19,Male,Urban,Medium,4,21857.86,1,2,Self-Employed,115000.0,Auto
CUST28343,39,Male,Rural,Medium,0,38817.33,0,2,Salaried,422000.0,Life
CUST28344,39,Female,Urban,Low,2,36030.05,1,0,Retired,459000.0,Health
CUST28345,58,Female,Urban,Medium,0,14067.59,0,0,Self-Employed,489000.0,Health
CUST28346,48,Male,Urban,Low,4,34984.25,1,2,Self-Employed,651000.0,Life
CUST28347,69,Female,Urban,Medium,0,33750.51,1,0,Salaried,785000.0,Life
CUST28348,73,Female,Urban,Low,2,22718.39,2,0,Business Owner,545000.0,Health
CUST28349,62,Female,Urban,Low,1,13651.79,1,3,Salaried,644000.0,Property
CUST28350,31,Male,Urban,Medium,1,24977.45,0,0,Salaried,310000.0,Auto
CUST28351,46,Female,Rural,Medium,0,24565.45,0,0,Self-Employed,411000.0,Life
CUST28352,52,Female,Suburban,Medium,1,12047.19,3,1,Business Owner,816000.0,Health
CUST28353,67,Male,Urban,Low,2,20221.29,1,0,Salaried,674000.0,Health
CUST28354,26,Male,Suburban,Low,1,12433.59,2,1,Self-Employed,292000.0,Auto
CUST28355,64,Male,Rural,Low,3,45315.18,1,0,Self-Employed,661000.0,Life
CUST28356,71,Male,Urban,Low,4,19881.39,0,2,Student,262000.0,Auto
CUST28357,49,Female,Urban,Low,1,41284.54,1,3,Retired,567000.0,Auto
CUST28358,73,Male,Rural,Low,3,26798.24,0,0,Self-Employed,321000.0,Auto
CUST28359,44,Male,Suburban,Low,1,25462.05,1,1,Self-Employed,417000.0,Health
CUST28360,27,Male,Suburban,Low,4,19993.65,0,0,Salaried,608000.0,Health
CUST28361,42,Female,Suburban,Low,2,10264.34,3,1,Salaried,634000.0,Auto
CUST28362,66,Male,Urban,Medium,1,23504.86,2,0,Salaried,474000.0,Property
CUST28363,62,Male,Rural,Medium,0,7939.42,2,0,Student,464000.0,Property
CUST28364,50,Female,Urban,High,0,33754.55,0,0,Student,306000.0,Life
CUST28365,28,Female,Urban,Low,4,35498.37,4,0,Business Owner,534000.0,Auto
CUST28366,54,Female,Urban,Medium,4,30404.29,1,0,Business Owner,157000.0,Health
CUST28367,26,Female,Suburban,Low,0,26755.79,4,0,Self-Employed,580000.0,Health
CUST28368,24,Female,Rural,Medium,1,19890.41,0,0,Student,649000.0,Auto
CUST28369,24,Female,Suburban,Medium,0,23173.74,0,2,Self-Employed,413000.0,Health
CUST28370,51,Female,Urban,Medium,1,32412.46,0,2,Self-Employed,533000.0,Health
CUST28371,36,Male,Suburban,High,1,19212.98,1,1,Student,337000.0,Life
CUST28372,37,Male,Suburban,Medium,7,15784.8,0,1,Self-Employed,433000.0,Health
CUST28373,67,Male,Rural,Medium,2,23145.16,1,0,Student,455000.0,Auto
CUST28374,59,Female,Urban,High,2,43209.81,0,1,Salaried,407000.0,Health
CUST28375,42,Female,Urban,Medium,2,20507.95,0,1,Salaried,318000.0,Health
CUST28376,22,Male,Urban,Medium,2,39126.33,0,0,Self-Employed,684000.0,Auto
CUST28377,65,Female,Urban,Medium,1,31035.27,0,1,Salaried,683000.0,Life
CUST28378,46,Male,Suburban,Medium,1,22895.08,1,1,Student,218000.0,Auto
CUST28379,72,Male,Suburban,High,1,13936.84,1,2,Salaried,556000.0,Property
CUST28380,44,Male,Urban,Medium,2,22519.19,0,1,Salaried,648000.0,Auto
CUST28381,42,Female,Suburban,Medium,2,35367.27,2,1,Salaried,347000.0,Health
CUST28382,54,Male,Urban,Medium,1,19199.25,0,2,Salaried,199000.0,Auto
CUST28383,32,Female,Urban,Medium,1,34403.05,1,0,Salaried,720000.0,Life
CUST28384,71,Male,Urban,Medium,3,47737.05,1,1,Business Owner,543000.0,Auto
